Stkcd,Accper,TTM,ROCA,ROE
600754,2013/3/31,0.015143,0.01335,0.014429
600754,2013/6/30,0.035785,0.027718,0.040658
600754,2013/6/30,0.042988,0.042044,0.051874
600754,2013/9/30,0.072489,0.05321,0.07838
600754,2013/9/30,0.064004,0.055576,0.07088
600754,2013/12/31,0.086833,0.061167,0.088195
600754,2013/12/31,0.069418,0.057496,0.071971
600754,2014/3/31,0.020367,0.013968,0.022494
600754,2014/3/31,0.018532,0.013495,0.019137
600754,2014/6/30,0.039707,0.027082,0.043847
600754,2014/6/30,0.057753,0.05057,0.071494
600754,2014/9/30,0.071027,0.0476,0.076588
600754,2014/9/30,0.074832,0.060458,0.085271
600754,2014/12/31,0.079718,0.053148,0.074788
600754,2014/12/31,0.075428,0.058574,0.07351
600754,2015/3/31,0.011928,0.008208,0.017707
600754,2015/3/31,0.014454,0.011241,0.015884
600754,2015/6/30,0.025623,0.015484,0.034244
600754,2015/6/30,0.030558,0.027368,0.038907
600754,2015/9/30,0.041261,0.024751,0.055577
600754,2015/9/30,0.032909,0.030065,0.042436
600754,2015/12/31,0.054952,0.03342,0.074582
600754,2015/12/31,0.052259,0.042852,0.060524
600754,2016/3/31,0.008396,0.004788,0.0183
600754,2016/3/31,0.013289,0.00924,0.020296
600754,2016/6/30,0.018583,0.008677,0.034347
600754,2016/6/30,0.025698,0.018837,0.043911
600754,2016/9/30,0.029047,0.014596,0.046424
600754,2016/9/30,0.024311,0.017443,0.032363
600754,2016/12/31,0.038326,0.020186,0.063079
600754,2016/12/31,0.030265,0.022071,0.04092
600754,2017/3/31,0.005033,0.004541,0.013915
600754,2017/3/31,0.006073,0.004019,0.007911
600754,2017/6/30,0.015925,0.010432,0.031593
600754,2017/6/30,0.015345,0.01083,0.0204
600754,2017/9/30,0.029685,0.018289,0.055307
600754,2017/9/30,0.015695,0.009728,0.018296
600754,2017/12/31,0.038631,0.022564,0.068436
600754,2017/12/31,0.022728,0.014837,0.028008
600754,2018/3/31,0.008921,0.006366,0.01944
600754,2018/3/31,0.007827,0.005576,0.0101
600754,2018/6/30,0.022604,0.013796,0.04085
600754,2018/6/30,0.020807,0.015578,0.026332
600754,2018/9/30,0.03855,0.023604,0.069461
600754,2018/9/30,0.030137,0.022069,0.037011
600754,2018/12/31,0.046264,0.029338,0.086414
600754,2018/12/31,0.053341,0.043219,0.072314
600754,2019/3/31,0.013563,0.008149,0.023348
600754,2019/3/31,0.007132,0.003918,0.006013
600754,2019/6/30,0.026972,0.016487,0.047103
600754,2019/6/30,0.010045,0.004245,0.006561
600754,2019/9/30,0.040591,0.025758,0.072762
600754,2019/9/30,0.011382,0.002907,0.004463
600754,2019/12/31,0.053115,0.03238,0.090866
600754,2019/12/31,0.048355,0.036678,0.055315
600754,2020/3/31,0.003545,0.004013,0.010736
600754,2020/3/31,0.010701,0.008525,0.012636
600754,2020/6/30,0.009337,0.007819,0.021163
600754,2020/6/30,0.011514,0.006667,0.009938
600754,2020/9/30,0.014614,0.009201,0.025804
600754,2020/9/30,0.012208,0.004808,0.00729
600754,2020/12/31,0.017103,0.00619,0.017098
600754,2020/12/31,0.041594,0.030453,0.045091
600754,2021/3/31,-0.000337,-0.003171,-0.009151
600754,2021/3/31,0.003871,0.001488,0.002113
600754,2021/6/30,0.011685,0.002488,0.007099
600754,2021/6/30,0.015405,0.012108,0.016868
600754,2021/9/30,0.019375,0.005858,0.016445
600754,2021/12/31,0.026357,0.006889,0.019286
600754,2021/12/31,0.055017,0.051384,0.069661
600754,2022/3/31,-0.000299,-0.001893,-0.005243
600754,2022/6/30,0.004416,-0.00117,-0.003219
600754,2022/6/30,0.004279,0.003728,0.004662
600754,2022/9/30,0.013154,0.003157,0.008673
600754,2022/12/31,0.020205,0.005105,0.014144
600754,2022/12/31,0.037625,0.034062,0.042613
600754,2023/3/31,0.008318,0.003914,0.010857
600754,2023/6/30,0.024708,0.013631,0.038533
600754,2023/6/30,0.015411,0.013689,0.01707
600754,2023/9/30,0.042922,0.024397,0.068105
600754,2023/12/31,0.049974,0.025704,0.072345
600754,2023/12/31,0.044876,0.041418,0.051469
600754,2024/3/31,0.010745,0.005039,0.01455
600754,2024/6/30,0.033775,0.019958,0.056336
600754,2024/6/30,0.022871,0.020958,0.026695
600754,2024/9/30,0.048314,0.026082,0.073483
600754,2024/12/31,0.049545,0.023668,0.069261
600754,2024/12/31,0.063816,0.059899,0.074684
600754,2025/3/31,0.005782,0.001132,0.003296
600754,2025/6/30,0.021527,0.008783,0.025617
600754,2025/6/30,0.008345,0.006626,0.008263
601390,2007/6/30,,,
601390,2007/6/30,,,
601390,2007/12/31,0.031385,0.019521,0.101783
601390,2007/12/31,,,
601390,2008/3/31,0.006749,0.002909,0.010623
601390,2008/3/31,0.001539,-0.003023,-0.003685
601390,2008/6/30,0.016869,0.009609,0.036056
601390,2008/6/30,0.003054,0.00017,0.00021
601390,2008/9/30,0.023036,0.007242,0.02813
601390,2008/9/30,-0.000697,-0.020339,-0.025052
601390,2008/12/31,0.030158,0.006121,0.023702
601390,2008/12/31,0.022786,-0.018969,-0.023197
601390,2009/3/31,0.00701,0.003926,0.016433
601390,2009/3/31,0.000721,0.001219,0.001488
601390,2009/6/30,0.015554,0.012067,0.051308
601390,2009/6/30,0.034564,0.043446,0.05441
601390,2009/9/30,0.023858,0.018932,0.081304
601390,2009/9/30,0.03657,0.050748,0.06214
601390,2009/12/31,0.032645,0.026276,0.116248
601390,2009/12/31,0.072958,0.09282,0.119517
601390,2010/3/31,0.007485,0.005454,0.025733
601390,2010/3/31,-0.000266,0.001754,0.002493
601390,2010/6/30,0.016081,0.010974,0.052476
601390,2010/6/30,0.00672,0.007434,0.010223
601390,2010/9/30,0.024435,0.017811,0.084498
601390,2010/9/30,0.007719,0.013143,0.018308
601390,2010/12/31,0.033595,0.023656,0.11805
601390,2010/12/31,0.033938,0.03793,0.054839
601390,2011/3/31,0.006396,0.004318,0.023071
601390,2011/3/31,0.000026,0.00143,0.002308
601390,2011/6/30,0.011892,0.006656,0.036764
601390,2011/6/30,0.033055,0.034845,0.056242
601390,2011/9/30,0.01814,0.009381,0.051863
601390,2011/9/30,0.033746,0.035341,0.056082
601390,2011/12/31,0.029372,0.016826,0.09303
601390,2011/12/31,0.031557,0.033023,0.052885
601390,2012/3/31,0.004907,0.001989,0.011461
601390,2012/3/31,-0.000025,0.00134,0.002231
601390,2012/6/30,0.01181,0.005236,0.030944
601390,2012/6/30,0.021148,0.022089,0.036615
601390,2012/9/30,0.019562,0.009285,0.055201
601390,2012/9/30,0.021644,0.022384,0.037163
601390,2012/12/31,0.029823,0.01576,0.09456
601390,2012/12/31,0.02375,0.023101,0.039607
601390,2013/3/31,0.005848,0.002812,0.017511
601390,2013/3/31,0.000946,0.001503,0.002648
601390,2013/6/30,0.012535,0.006367,0.041216
601390,2013/6/30,0.027874,0.028045,0.049198
601390,2013/9/30,0.020566,0.011362,0.073054
601390,2013/9/30,0.029199,0.029947,0.052911
601390,2013/12/31,0.029212,0.017091,0.108947
601390,2013/12/31,0.030664,0.032193,0.055267
601390,2014/3/31,0.00625,0.003048,0.019653
601390,2014/3/31,0.000315,0.000674,0.001117
601390,2014/6/30,0.013586,0.006666,0.043771
601390,2014/6/30,0.047773,0.048127,0.080231
601390,2014/9/30,0.02231,0.011629,0.07445
601390,2014/9/30,0.046874,0.046833,0.081066
601390,2014/12/31,0.029079,0.016284,0.103723
601390,2014/12/31,0.053845,0.052548,0.093382
601390,2015/3/31,0.006198,0.003164,0.019191
601390,2015/3/31,0.001477,0.002431,0.004402
601390,2015/6/30,0.012644,0.00637,0.038279
601390,2015/6/30,0.045112,0.045595,0.08069
601390,2015/9/30,0.020326,0.010757,0.061935
601390,2015/9/30,0.047643,0.047029,0.08152
601390,2015/12/31,0.026783,0.016877,0.094871
601390,2015/12/31,0.044007,0.041318,0.077208
601390,2016/3/31,0.006186,0.003289,0.016697
601390,2016/3/31,0.002145,0.001913,0.003418
601390,2016/6/30,0.012224,0.007492,0.038314
601390,2016/6/30,0.009499,0.008242,0.014894
601390,2016/9/30,0.021466,0.01287,0.06528
601390,2016/9/30,0.051392,0.049192,0.088321
601390,2016/12/31,0.026994,0.017304,0.088042
601390,2016/12/31,0.057801,0.054438,0.10231
601390,2017/3/31,0.006585,0.003716,0.018374
601390,2017/3/31,0.002777,0.00393,0.007138
601390,2017/6/30,0.015722,0.009923,0.048727
601390,2017/6/30,0.074488,0.075342,0.135834
601390,2017/9/30,0.023099,0.01439,0.07087
601390,2017/9/30,0.077102,0.078561,0.141905
601390,2017/12/31,0.028877,0.01777,0.089084
601390,2017/12/31,0.075681,0.076558,0.148494
601390,2018/3/31,0.006921,0.00414,0.020155
601390,2018/3/31,0.00169,0.003212,0.006017
601390,2018/6/30,0.017413,0.010908,0.052474
601390,2018/6/30,0.009429,0.00904,0.017639
601390,2018/9/30,0.02429,0.015017,0.072364
601390,2018/9/30,0.044463,0.044322,0.086463
601390,2018/12/31,0.033174,0.019499,0.088753
601390,2018/12/31,0.046271,0.037103,0.073992
601390,2019/3/31,0.007317,0.004379,0.018628
601390,2019/3/31,0.00441,0.002125,0.004089
601390,2019/6/30,0.017012,0.011523,0.049837
601390,2019/6/30,0.010941,0.005811,0.011425
601390,2019/9/30,0.025061,0.016961,0.073344
601390,2019/9/30,0.047293,0.039365,0.075938
601390,2019/12/31,0.037222,0.025393,0.108542
601390,2019/12/31,0.049043,0.039861,0.078329
601390,2020/3/31,0.005786,0.003578,0.015276
601390,2020/3/31,0.004088,0.001933,0.003785
601390,2020/6/30,0.015676,0.011278,0.048419
601390,2020/6/30,0.008062,0.003796,0.007698
601390,2020/9/30,0.023854,0.017134,0.073356
601390,2020/9/30,0.013367,0.00701,0.014345
601390,2020/12/31,0.034104,0.024154,0.097551
601390,2020/12/31,0.055295,0.047166,0.093592
601390,2021/3/31,0.008371,0.005697,0.021883
601390,2021/3/31,0.003842,0.001248,0.002483
601390,2021/6/30,0.015949,0.011493,0.044392
601390,2021/6/30,0.009668,0.005368,0.011073
601390,2021/9/30,0.02375,0.017468,0.067576
601390,2021/9/30,0.045607,0.039105,0.079774
601390,2021/12/31,0.032313,0.023787,0.090746
601390,2021/12/31,0.051025,0.042618,0.084821
601390,2022/3/31,0.008177,0.005993,0.02276
601390,2022/3/31,0.003837,0.001546,0.002999
601390,2022/6/30,0.015521,0.011626,0.044539
601390,2022/6/30,0.010082,0.006323,0.012795
601390,2022/9/30,0.022287,0.017087,0.065133
601390,2022/9/30,0.011735,0.006052,0.012247
601390,2022/12/31,0.030769,0.023512,0.089511
601390,2022/12/31,0.061035,0.053059,0.10559
601390,2023/3/31,0.007281,0.005424,0.020658
601390,2023/3/31,0.003207,0.001102,0.002223
601390,2023/6/30,0.014487,0.011015,0.042777
601390,2023/6/30,0.007345,0.002507,0.005212
601390,2023/9/30,0.021047,0.015702,0.060389
601390,2023/9/30,0.032737,0.026182,0.052301
601390,2023/12/31,0.029593,0.021864,0.085255
601390,2023/12/31,0.037343,0.029055,0.058337
601390,2024/3/31,0.005904,0.004354,0.017247
601390,2024/3/31,0.00398,0.001906,0.003726
601390,2024/6/30,0.010944,0.008173,0.033647
601390,2024/6/30,0.006824,0.003512,0.00704
601390,2024/9/30,0.015438,0.01135,0.047312
601390,2024/9/30,0.029759,0.025303,0.049235
601390,2024/12/31,0.022083,0.015056,0.063416
601390,2024/12/31,0.030347,0.024854,0.048687
601390,2025/3/31,0.004334,0.002897,0.012787
601390,2025/3/31,0.004808,0.003379,0.006318
601390,2025/6/30,0.008641,0.005673,0.025493
601390,2025/6/30,0.005491,0.003116,0.005872
601919,2007/6/30,0.033901,0.023513,0.045051
601919,2007/6/30,-0.00231,-0.005857,-0.006881
601919,2007/9/30,0.056503,0.039185,0.076271
601919,2007/9/30,-0.006964,-0.011715,-0.013526
601919,2007/12/31,0.277283,0.216973,0.441259
601919,2007/12/31,0.051098,0.052747,0.05722
601919,2008/3/31,0.074059,0.055304,0.112414
601919,2008/3/31,-0.000107,-0.000066,-0.000068
601919,2008/6/30,0.1653,0.126518,0.248023
601919,2008/6/30,-0.001747,-0.001078,-0.001103
601919,2008/9/30,0.226169,0.174445,0.338006
601919,2008/9/30,-0.002841,-0.000725,-0.000742
601919,2008/12/31,0.134522,0.103288,0.206964
601919,2008/12/31,0.083422,0.068475,0.070764
601919,2009/3/31,-0.02642,-0.026418,-0.052129
601919,2009/3/31,-0.001719,-0.00096,-0.000998
601919,2009/6/30,-0.031101,-0.03343,-0.071317
601919,2009/6/30,-0.002064,-0.000858,-0.000997
601919,2009/9/30,-0.031302,-0.03692,-0.080065
601919,2009/9/30,-0.002948,-0.001286,-0.001515
601919,2009/12/31,-0.043884,-0.052335,-0.117605
601919,2009/12/31,-0.00425,-0.002129,-0.002507
601919,2010/3/31,0.012734,0.007821,0.020329
601919,2010/3/31,-0.001484,-0.001276,-0.001703
601919,2010/6/30,0.037382,0.028017,0.070833
601919,2010/6/30,0.005671,0.005928,0.007854
601919,2010/9/30,0.057471,0.045085,0.114218
601919,2010/9/30,0.004686,0.004793,0.006579
601919,2010/12/31,0.067297,0.055231,0.138295
601919,2010/12/31,0.012087,0.011597,0.015946
601919,2011/3/31,0.000251,-0.000445,-0.001095
601919,2011/3/31,-0.001244,-0.001108,-0.001585
601919,2011/6/30,-0.008489,-0.011347,-0.028809
601919,2011/6/30,0.003604,0.002418,0.003458
601919,2011/9/30,-0.016898,-0.021931,-0.057195
601919,2011/9/30,0.002917,0.001117,0.001589
601919,2011/12/31,-0.049967,-0.057317,-0.157244
601919,2011/12/31,0.002188,-0.000335,-0.000492
601919,2012/3/31,-0.012162,-0.014958,-0.048497
601919,2012/3/31,-0.001146,-0.00221,-0.003336
601919,2012/6/30,-0.01809,-0.026108,-0.085696
601919,2012/6/30,-0.001565,-0.00407,-0.006147
601919,2012/9/30,-0.021615,-0.033126,-0.11063
601919,2012/9/30,-0.002618,-0.006172,-0.009318
601919,2012/12/31,-0.035763,-0.050439,-0.177155
601919,2012/12/31,-0.002937,-0.007848,-0.011863
601919,2013/3/31,-0.006234,-0.010152,-0.041973
601919,2013/3/31,0.013996,0.012379,0.018649
601919,2013/6/30,0.016301,0.006657,0.026677
601919,2013/6/30,0.041481,0.038623,0.057483
601919,2013/9/30,0.01508,0.002225,0.009075
601919,2013/9/30,0.041312,0.037023,0.053601
601919,2013/12/31,0.03122,0.0176,0.06871
601919,2013/12/31,0.042591,0.035967,0.05205
601919,2014/3/31,-0.004495,-0.010083,-0.039194
601919,2014/3/31,0.000773,-0.001043,-0.001449
601919,2014/6/30,-0.000619,-0.010692,-0.040503
601919,2014/6/30,0.000403,-0.002625,-0.003388
601919,2014/9/30,0.016177,0.001883,0.007057
601919,2014/9/30,-0.001169,-0.005181,-0.00669
601919,2014/12/31,0.01741,0.009981,0.036459
601919,2014/12/31,-0.0017,-0.00198,-0.002547
601919,2015/3/31,-0.000292,-0.004943,-0.017129
601919,2015/3/31,-0.000994,-0.002046,-0.002429
601919,2015/6/30,0.024548,0.016806,0.05785
601919,2015/6/30,-0.001528,-0.003757,-0.004463
601919,2015/9/30,0.022206,0.007711,0.026722
601919,2015/9/30,-0.002617,-0.006064,-0.007203
601919,2015/12/31,0.027192,0.012063,0.040764
601919,2015/12/31,-0.00487,-0.00966,-0.011474
601919,2016/3/31,-0.026028,-0.031677,-0.092522
601919,2016/3/31,-0.432093,-0.433607,-0.548758
601919,2016/6/30,-0.039058,-0.048911,-0.147406
601919,2016/6/30,-0.439783,-0.44261,-0.550882
601919,2016/9/30,-0.047581,-0.061202,-0.190111
601919,2016/9/30,-0.44071,-0.444633,-0.553094
601919,2016/12/31,-0.048352,-0.064975,-0.200645
601919,2016/12/31,-0.438651,-0.444143,-0.554432
601919,2017/3/31,0.008395,0.00399,0.0126
601919,2017/3/31,0.000021,-0.002168,-0.002936
601919,2017/6/30,0.041224,0.02789,0.085947
601919,2017/6/30,-0.000036,-0.004455,-0.006044
601919,2017/9/30,0.053218,0.036229,0.113412
601919,2017/9/30,-0.003727,-0.010405,-0.014288
601919,2017/12/31,0.058795,0.038211,0.118895
601919,2017/12/31,-0.003579,-0.012602,-0.017359
601919,2018/3/31,0.00866,0.003776,0.011386
601919,2018/3/31,-0.000193,-0.002457,-0.003456
601919,2018/6/30,0.01478,0.005486,0.017495
601919,2018/6/30,-0.000472,-0.005262,-0.007412
601919,2018/9/30,0.025377,0.011796,0.043154
601919,2018/9/30,-0.000742,-0.007993,-0.011255
601919,2018/12/31,0.037708,0.016751,0.060489
601919,2018/12/31,-0.000119,-0.009687,-0.013614
601919,2019/3/31,0.010684,0.004511,0.018443
601919,2019/3/31,-0.000183,-0.001151,-0.001566
601919,2019/6/30,0.020939,0.008956,0.036389
601919,2019/6/30,-0.000591,-0.002849,-0.003868
601919,2019/9/30,0.031757,0.014313,0.058307
601919,2019/9/30,-0.000698,-0.004523,-0.006134
601919,2019/12/31,0.069096,0.042212,0.164965
601919,2019/12/31,-0.001781,-0.007135,-0.009689
601919,2020/3/31,0.0077,0.002635,0.009722
601919,2020/3/31,-0.000174,-0.001615,-0.002191
601919,2020/6/30,0.016708,0.007504,0.027685
601919,2020/6/30,-0.00043,-0.003293,-0.004448
601919,2020/9/30,0.035891,0.0217,0.077916
601919,2020/9/30,-0.000832,-0.005334,-0.006786
601919,2020/12/31,0.067694,0.049377,0.178424
601919,2020/12/31,0.0018,-0.004262,-0.005402
601919,2021/3/31,0.069998,0.063079,0.202473
601919,2021/3/31,0.029884,0.028419,0.033674
601919,2021/6/30,0.165306,0.14389,0.431815
601919,2021/6/30,0.237588,0.238093,0.276525
601919,2021/9/30,0.294587,0.241705,0.674418
601919,2021/9/30,0.41829,0.419533,0.479572
601919,2021/12/31,0.382218,0.302956,0.806441
601919,2021/12/31,0.797684,0.793614,0.853797
601919,2022/3/31,0.089959,0.07315,0.167155
601919,2022/3/31,-0.000198,0.000759,0.000774
601919,2022/6/30,0.204483,0.168625,0.365636
601919,2022/6/30,-0.000605,0.008996,0.009357
601919,2022/9/30,0.282445,0.239093,0.507859
601919,2022/9/30,0.341181,0.35621,0.362818
601919,2022/12/31,0.351207,0.283651,0.606667
601919,2022/12/31,0.646503,0.652202,0.667139
601919,2023/3/31,0.017804,0.016946,0.033404
601919,2023/3/31,0.005277,0.003962,0.004042
601919,2023/6/30,0.037525,0.039555,0.078355
601919,2023/6/30,0.012899,0.016295,0.016602
601919,2023/9/30,0.051351,0.052412,0.102866
601919,2023/9/30,0.018237,0.021868,0.022214
601919,2023/12/31,0.056282,0.058286,0.114265
601919,2023/12/31,0.086395,0.090352,0.091813
601919,2024/3/31,0.017898,0.016667,0.031148
601919,2024/3/31,0.007434,0.007422,0.007448
601919,2024/6/30,0.045989,0.04143,0.076922
601919,2024/6/30,0.016171,0.016147,0.016236
601919,2024/9/30,0.103902,0.091132,0.168516
601919,2024/9/30,0.056254,0.056276,0.059409
601919,2024/12/31,0.131571,0.115402,0.209668
601919,2024/12/31,0.272219,0.272159,0.273451
601919,2025/3/31,0.029019,0.026274,0.045558
601919,2025/3/31,0.006837,0.007223,0.007258
601919,2025/6/30,0.043989,0.04058,0.071161
601919,2025/6/30,0.080184,0.081032,0.081508
