Stkcd,Accper,Source,CR,CaR,DER,DAR
601919,2022/6/30,0,1.717399,1.533455,1.060974,0.514793
601919,2022/9/30,0,1.833302,1.671774,1.003527,0.50088
601919,2022/12/31,0,1.638541,1.478296,1.018668,0.504624
601919,2023/3/31,0,1.711846,1.543447,0.926467,0.480915
601919,2023/6/30,0,1.620015,1.455656,0.943947,0.485583
601919,2023/9/30,0,1.639956,1.474999,0.907701,0.475809
601919,2023/12/31,0,1.589975,1.422183,0.901284,0.47404
601919,2024/3/31,0,1.572497,1.384428,0.837334,0.455733
601919,2024/6/30,0,1.608178,1.396539,0.814542,0.448897
601919,2024/9/30,0,1.635803,1.43113,0.802759,0.445295
601919,2024/12/31,0,1.678604,1.500025,0.745157,0.426986
601919,2025/3/31,0,1.713332,1.516637,0.723182,0.419678
601919,2025/6/30,0,1.557409,1.348374,0.762136,0.432507
