Stkcd,ShortName,Accper,ROA,ROCA,ROFA,ROE
601919,7,2019/6/30,0.0198,0.032583,0.021871,0.034519
601919,7,2019/9/30,0.029584,0.049715,0.034534,0.054611
601919,7,2019/12/31,0.064606,0.143147,0.10236,0.149725
601919,7,2020/3/31,0.007896,0.011252,0.006563,0.009689
601919,7,2020/6/30,0.016965,0.029631,0.018669,0.027338
601919,7,2020/9/30,0.036952,0.086463,0.054803,0.07592
601919,7,2020/12/31,0.066487,0.183246,0.132948,0.167573
601919,7,2021/3/31,0.067556,0.191155,0.181047,0.183294
601919,7,2021/6/30,0.152032,0.342707,0.442151,0.357665
601919,7,2021/9/30,0.254482,0.459459,0.792258,0.511022
601919,7,2021/12/31,0.316735,0.512811,1.041705,0.580634
601919,7,2022/3/31,0.084046,0.123638,0.331575,0.15456
601919,7,2022/6/30,0.187523,0.277065,0.75731,0.318706
601919,7,2022/9/30,0.247655,0.354821,1.10525,0.420025
601919,7,2022/12/31,0.317751,0.502915,1.287029,0.518052
601919,7,2023/3/31,0.017999,0.034806,0.083552,0.033003
601919,7,2023/6/30,0.038652,0.089189,0.184793,0.079202
601919,7,2023/9/30,0.05305,0.118236,0.243484,0.103297
601919,7,2023/12/31,0.059294,0.140238,0.258396,0.116749
601919,7,2024/3/31,0.017957,0.039083,0.067679,0.030722
601919,7,2024/6/30,0.045758,0.09702,0.161458,0.074798
601919,7,2024/9/30,0.101122,0.200295,0.363317,0.159893
601919,7,2024/12/31,0.126955,0.268757,0.44447,0.19433
601919,7,2025/3/31,0.028673,0.062727,0.103234,0.044735
601919,7,2025/6/30,0.043944,0.103437,0.14403,0.071433
